0,8,-18.5272993732
0,18,-4.37344275538
0,16,5.30138857755
0,19,-1.89496784797
0,5,24.1515268219
0,13,10.4046014976
0,34,-1.4713985779
0,6,1.90050056417
0,27,-19.73606742
0,25,-2.0987239618
0,2,3.19061471202
0,23,-2.23942894535
0,9,8.27261457659
0,1,-0.94518380451
0,20,-0.90039214835
0,12,-16.0463119229
0,15,-0.614811771015
0,28,10.6259172736
0,29,0.616680923154
0,11,-2.78683731552
0,39,3.64186710901
0,10,1.40148443027
0,38,11.7966520267
0,30,-8.81843139277
0,32,-5.40330788963
0,3,-20.7070681384
0,14,-4.59913685267
0,35,5.73673917509
0,22,-4.56296644112
0,24,-13.4783210634
0,36,35.053843118
0,4,-5.8368702499
0,37,0.161321689253
0,21,2.7365786993
0,33,-4.14663768665
0,31,5.00265065923
0,0,3.40255486911
0,7,-10.2696344812
0,17,-0.811427072646
0,26,-14.9607577065
1,4,10.947227213
1,1,4.14343692987
1,35,9.33066902416
1,26,-13.5760239574
1,2,-0.87030089269
1,24,-14.2167120396
1,11,5.25626631226
1,17,2.5865589814
1,28,5.98595531283
1,32,-13.7106760118
1,22,6.26477704981
1,13,-10.7656872411
1,30,-0.583706656774
1,6,-7.07367609749
1,33,-27.1237748178
1,0,-2.91218586309
1,16,-2.8239519491
1,38,6.5509262166
1,3,-3.3114185694
1,18,-8.95722731753
1,8,-1.93193280064
1,31,-0.515674602559
1,29,11.8510396377
1,23,-4.36646257174
1,14,14.1893809147
1,25,-9.06119457834
1,34,10.489062833
1,39,-19.6199515095
1,9,-12.5129465969
1,15,-3.26750304031
1,36,-5.24552526741
1,12,8.69904572008
1,21,-6.03568550148
1,37,-0.663187215316
1,7,13.0025404042
1,19,-3.46501558722
1,5,10.0257629839
1,27,15.9263946475
1,10,-10.7725253401
1,20,-5.77618188909
2,21,-14.1131292764
2,10,7.15056633777
2,20,26.2863967851
2,27,7.86524501044
2,30,-16.9040590595
2,1,5.77193136372
2,39,-7.20645953907
2,19,-4.59421991935
2,6,13.5999980224
2,18,15.864680057
2,37,-2.37086812408
2,35,5.47504649703
2,12,5.36137546489
2,4,22.3878818069
2,25,7.20299835811
2,36,16.3985593601
2,11,38.2589073091
2,26,22.3776377503
2,5,-14.6516724028
2,33,-0.138775901106
2,17,-3.49956383352
2,0,-2.50708045639
2,23,10.5033019384
2,13,-7.74431118379
2,22,6.62092440204
2,31,2.14492622925
2,3,9.05220999518
2,8,9.87295585692
2,29,1.08410336207
2,7,-4.37229152957
2,14,12.2108379438
2,16,-3.43205458445
2,34,-13.6836521623
2,24,-3.43175200126
2,32,-9.81572829668
2,28,18.7617093706
2,9,-2.87848251883
2,15,-5.35281106101
2,38,12.1464925313
2,2,-4.845901988
3,15,17.1080746547
