"user_id","donates"
1,1
2,1
3,1
4,0
5,0
6,0
7,1
8,1
9,0
10,1
11,1
12,0
13,1
14,0
15,1
16,0
17,0
18,1
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,0
27,0
28,1
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,1
38,0
39,0
40,1
41,1
42,0
43,0
44,1
45,1
46,1
47,0
48,1
49,0
50,0
51,1
52,0
53,1
54,0
55,1
56,1
57,0
58,1
59,1
60,1
61,0
62,0
63,0
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,1
74,0
75,1
76,1
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,1
85,1
86,1
87,1
88,0
89,0
90,1
91,0
92,0
93,1
94,0
95,1
96,0
97,0
98,1
99,0
100,0
101,1
102,1
103,1
104,0
105,0
106,0
107,1
108,1
109,0
110,1
111,1
112,0
113,1
114,0
115,1
116,0
117,0
118,1
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,1
129,1
130,0
131,0
132,0
133,0
134,1
135,0
136,1
137,1
138,0
139,0
140,1
141,1
142,0
143,0
144,1
145,1
146,1
147,0
148,1
149,0
150,0
151,1
152,0
153,1
154,0
155,1
156,1
157,0
158,1
159,1
160,1
161,0
162,0
163,0
164,0
165,1
166,1
167,1
168,0
169,0
170,1
171,1
172,0
173,1
174,0
175,1
176,1
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,1
185,1
186,1
187,1
188,0
189,0
190,1
191,0
192,0
193,1
194,0
195,1
196,0
197,0
198,1
199,0
200,0
201,1
202,1
203,1
204,0
205,0
206,0
207,1
208,1
209,0
210,1
211,1
212,0
213,1
214,0
215,1
216,0
217,0
218,1
219,0
220,0
221,1
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,1
230,0
231,0
232,0
233,0
234,1
235,0
236,1
237,1
238,0
239,0
240,1
241,1
242,0
243,0
244,1
245,1
246,1
247,0
248,1
249,0
250,0
251,1
252,0
253,1
254,0
255,1
256,1
257,0
258,1
259,1
260,1
261,0
262,0
263,0
264,0
265,1
266,1
267,1
268,0
269,0
270,1
271,1
272,0
273,1
274,0
275,1
276,1
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,1
285,1
286,1
287,1
288,0
289,0
290,1
291,0
292,0
293,1
294,0
295,1
296,0
297,0
298,1
299,0
300,0
301,1
302,1
303,1
304,0
305,0
306,0
307,1
308,1
309,0
310,1
311,1
312,0
313,1
314,0
315,1
316,0
317,0
318,1
319,0
320,0
321,1
322,0
323,0
324,0
325,0
326,0
327,0
328,1
329,1
330,0
331,0
332,0
333,0
334,1
335,0
336,1
337,1
338,0
339,0
340,1
341,1
342,0
343,0
344,1
345,1
346,1
347,0
348,1
349,0
350,0
351,1
352,0
353,1
354,0
355,1
356,1
357,0
358,1
359,1
360,1
361,0
362,0
363,0
364,0
365,1
366,1
367,1
368,0
369,0
370,1
371,1
372,0
373,1
374,0
375,1
376,1
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,1
385,1
386,1
387,1
388,0
389,0
390,1
391,0
392,0
393,1
394,0
395,1
396,0
397,0
398,1
399,0
400,0
401,1
402,1
403,1
404,0
405,0
406,0
407,1
408,1
409,0
410,1
411,1
412,0
413,1
414,0
415,1
416,0
417,0
418,1
419,0
420,0
421,1
422,0
423,0
424,0
425,0
426,0
427,0
428,1
429,1
430,0
431,0
432,0
433,0
434,1
435,0
436,1
437,1
438,0
439,0
440,1
441,1
442,0
443,0
444,1
445,1
446,1
447,0
448,1
449,0
450,0
451,1
452,0
453,1
454,0
455,1
456,1
457,0
458,1
459,1
460,1
461,0
462,0
463,0
464,0
465,1
466,1
467,1
468,0
469,0
470,1
471,1
472,0
473,1
474,0
475,1
476,1
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,1
485,1
486,1
487,1
488,0
489,0
490,1
491,0
492,0
493,1
494,0
495,1
496,0
497,0
498,1
499,0
500,0
501,1
502,1
503,1
504,0
505,0
506,0
507,1
508,1
509,0
510,1
511,1
512,0
513,1
514,0
515,1
516,0
517,0
518,1
519,0
520,0
521,1
522,0
523,0
524,0
525,0
526,0
527,0
528,1
529,1
530,0
531,0
532,0
533,0
534,1
535,0
536,1
537,1
538,0
539,0
540,1
541,1
542,0
543,0
544,1
545,1
546,1
547,0
548,1
549,0
550,0
551,1
552,0
553,1
554,0
555,1
556,1
557,0
558,1
559,1
560,1
561,0
562,0
563,0
564,0
565,1
566,1
567,1
568,0
569,0
570,1
571,1
572,0
573,1
574,0
575,1
576,1
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,1
585,1
586,1
587,1
588,0
589,0
590,1
591,0
592,0
593,1
594,0
595,1
596,0
597,0
598,1
599,0
600,0
601,1
