candidate_id,donation,state
0,1000.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,-2500.00,NJ
0,-2500.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,2000.00,NJ
0,4000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,5000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,4000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1500.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,-1000.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,-2500.00,NJ
0,1500.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,2000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,2000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,500.00,NJ
0,5000.00,NJ
0,500.00,NJ
0,150.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,3000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2000.00,NJ
0,2500.00,NJ
0,5000.00,NJ
0,3000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,4000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,-500.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,-1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,500.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,3000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,300.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1500.00,NJ
0,2000.00,NJ
0,2000.00,NJ
0,500.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,4000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,4000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,-2000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,250.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1500.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,2000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,1500.00,NJ
0,2500.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,-1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,1500.00,NJ
0,2500.00,NJ
0,-3000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,500.00,NJ
0,2500.00,NJ
0,2500.00,NJ
0,4000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,2500.00,NJ
0,2000.00,NJ
0,2000.00,NJ
0,5000.00,NJ
0,1000.00,NJ
0,1000.00,NJ
0,1500.00,NJ
0,2000.00,NJ
0,1000.00,NJ
0,5000.00,NJ
0,500.00,NJ
0,1000.00,NJ
0,1000.00,NJ
1,1000.00,MO
2,1000.00,WI
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,395.00,FL
3,500.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,4000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,200.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,2500.00,FL
3,2500.00,FL
3,2500.00,FL
3,2000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,5000.00,FL
3,500.00,FL
3,1000.00,FL
3,2000.00,FL
3,395.00,FL
3,3000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,4000.00,FL
3,500.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,2000.00,FL
3,2500.00,FL
3,3000.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,389.00,FL
3,5000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1500.00,FL
3,2000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2000.00,FL
3,2500.00,FL
3,500.00,FL
3,5000.00,FL
3,5000.00,FL
3,2500.00,FL
3,2000.00,FL
3,2500.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,4000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2000.00,FL
3,2000.00,FL
3,5000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,385.00,FL
3,1000.00,FL
3,650.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,1500.00,FL
3,382.00,FL
3,2000.00,FL
3,1500.00,FL
3,1500.00,FL
3,970.00,FL
3,1692.00,FL
3,1000.00,FL
3,1500.00,FL
3,1000.00,FL
3,1500.00,FL
3,500.00,FL
3,4000.00,FL
3,1500.00,FL
3,-1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,1500.00,FL
3,1000.00,FL
3,2000.00,FL
3,1000.00,FL
3,2000.00,FL
3,1000.00,FL
3,110.00,FL
3,1250.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,64.00,FL
3,45.00,FL
3,45.00,FL
3,2000.00,FL
3,2000.00,FL
3,2500.00,FL
3,2000.00,FL
3,1000.00,FL
3,168.00,FL
3,1000.00,FL
3,1000.00,FL
3,2000.00,FL
3,500.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,500.00,FL
3,1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,15.00,FL
3,2000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1500.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,-1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,963.00,FL
3,2500.00,FL
3,1000.00,FL
3,-1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,1000.00,FL
3,-5000.00,FL
3,5000.00,FL
3,2500.00,FL
3,5000.00,FL
3,-2500.00,FL
3,4800.00,FL
3,1000.00,FL
3,18.00,FL
3,1000.00,FL
3,1000.00,FL
3,250.00,FL
3,500.00,FL
3,5000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,1000.00,FL
3,-1000.00,FL
3,1000.00,FL
3,500.00,FL
3,1500.00,FL
3,1000.00,FL
3,1000.00,FL
3,500.00,FL
3,1000.00,FL
3,500.00,FL
3,1000.00,FL
3,1000.00,FL
3,-1000.00,FL
3,1692.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,1000.00,FL
3,970.00,FL
3,1000.00,FL
3,301.00,FL
3,2000.00,FL
3,2000.00,FL
3,500.00,FL
3,134.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,2500.00,FL
3,1000.00,FL
3,2000.00,FL
3,1500.00,FL
3,1000.00,FL
3,2000.00,FL
3,1000.00,FL
3,-2000.00,FL
3,1000.00,FL
3,1000.00,FL
3,1500.00,FL
3,1000.00,FL
3,2000.00,FL
3,2500.00,FL
3,1000.00,FL
3,1000.00,FL
3,5000.00,FL
3,2000.00,FL
3,1000.00,FL
3,1000.00,FL
3,2000.00,FL
3,1000.00,FL
3,5000.00,FL
3,1000.00,FL
3,-1000.00,FL
3,1000.00,FL
3,3000.00,FL
3,500.00,FL
3,500.00,FL
3,1000.00,FL
4,-1000.00,KY
5,1000.00,IN
5,2500.00,IN
5,393.00,IN
5,1000.00,IN
5,1000.00,IN
5,2500.00,IN
5,1000.00,IN
5,1000.00,IN
5,1000.00,IN
5,1000.00,IN
5,-2500.00,IN
5,2500.00,IN
5,1000.00,IN
5,213.00,IN
5,362.00,IN
5,336.00,IN
5,1000.00,IN
5,1000.00,IN
5,-4000.00,IN
5,1000.00,IN
5,5000.00,IN
5,250.00,IN
5,1978.00,IN
5,1000.00,IN
5,2500.00,IN
5,5000.00,IN
5,-5000.00,IN
5,1000.00,IN
5,2000.00,IN
5,1000.00,IN
5,1500.00,IN
5,1000.00,IN
5,214.00,IN
5,2000.00,IN
5,1000.00,IN
5,2500.00,IN
5,1000.00,IN
5,5000.00,IN
5,894.00,IN
5,1000.00,IN
5,2500.00,IN
5,26.00,IN
5,213.00,IN
5,2000.00,IN
5,1000.00,IN
5,1000.00,IN
5,500.00,IN
5,5000.00,IN
5,1000.00,IN
5,-2500.00,IN
5,5000.00,IN
5,1000.00,IN
5,2500.00,IN
5,2500.00,IN
5,1000.00,IN
5,2500.00,IN
6,2000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,500.00,MO
6,1800.00,MO
6,-3000.00,MO
6,3000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,2500.00,MO
6,2500.00,MO
6,1000.00,MO
6,2000.00,MO
6,500.00,MO
6,1000.00,MO
6,2000.00,MO
6,1000.00,MO
6,2000.00,MO
6,1000.00,MO
6,2000.00,MO
6,5000.00,MO
6,2000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,-1000.00,MO
6,1500.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,2500.00,MO
6,2000.00,MO
6,1000.00,MO
6,5000.00,MO
6,2500.00,MO
6,1000.00,MO
6,1000.00,MO
6,2000.00,MO
6,2000.00,MO
6,1000.00,MO
6,1500.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,2500.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1500.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,2000.00,MO
6,1000.00,MO
6,2500.00,MO
6,1000.00,MO
6,5000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1500.00,MO
6,1000.00,MO
6,1500.00,MO
6,1000.00,MO
6,1000.00,MO
6,2500.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1500.00,MO
6,1000.00,MO
6,1000.00,MO
6,500.00,MO
6,2000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,5000.00,MO
6,1500.00,MO
6,5000.00,MO
6,1000.00,MO
6,2000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
6,1000.00,MO
