"user_id","donates"
1,0
2,1
3,0
4,1
5,0
6,0
7,0
8,1
9,0
10,0
11,0
12,1
13,0
14,0
15,1
16,1
17,1
18,1
19,0
20,0
21,1
22,1
23,0
24,0
25,1
26,0
27,1
28,0
29,0
30,1
31,0
32,0
33,0
34,1
35,0
36,1
37,0
38,0
39,1
40,0
41,0
42,1
43,0
44,1
45,1
46,1
47,1
48,0
49,1
50,0
51,1
52,1
53,1
54,0
55,0
56,1
57,1
58,0
59,1
60,0
61,0
62,0
63,0
64,1
65,1
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,1
74,1
75,0
76,1
77,0
78,1
79,0
80,1
81,0
82,0
83,0
84,0
85,1
86,1
87,1
88,0
89,0
90,1
91,1
92,0
93,0
94,0
95,0
96,1
97,1
98,0
99,0
100,0
101,1
102,0
103,0
104,0
105,1
106,1
107,1
108,0
109,1
110,1
111,0
112,0
113,1
114,0
115,1
116,0
117,0
118,1
119,0
120,0
121,0
122,1
123,1
124,1
125,1
126,0
127,0
128,0
129,0
130,1
131,1
132,0
133,0
134,1
135,1
136,0
137,0
138,1
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,1
147,0
148,0
149,0
150,0
151,0
152,0
153,1
154,1
155,1
156,1
157,0
158,1
159,0
160,1
161,0
162,1
163,1
164,1
165,1
166,0
167,0
168,0
169,0
170,1
171,0
172,0
173,1
174,1
175,0
176,0
177,0
178,1
179,1
180,1
181,1
182,1
183,0
184,0
185,0
186,1
187,1
188,1
189,1
190,1
191,0
192,0
193,1
194,0
195,1
196,0
197,1
198,1
199,1
200,0
201,1
202,0
203,1
204,0
205,1
206,1
207,0
208,0
209,0
210,1
211,0
212,0
213,0
214,1
215,0
216,1
217,0
218,1
219,0
220,1
221,1
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,0
230,0
231,1
232,0
233,1
234,1
235,0
236,1
237,0
238,0
239,1
240,1
241,0
242,0
243,0
244,0
245,0
246,1
247,1
248,1
249,0
250,1
251,1
252,1
253,1
254,0
255,0
256,1
257,0
258,0
259,1
260,0
261,1
262,0
263,1
264,0
265,1
266,1
267,0
268,1
269,0
270,0
271,0
272,1
273,0
274,1
275,1
276,1
277,0
278,0
279,1
280,1
281,1
282,0
283,0
284,1
285,0
286,0
287,1
288,1
289,1
290,0
291,0
292,1
293,0
294,1
295,1
296,1
297,0
298,0
299,1
300,1
301,0
302,0
303,0
304,1
305,1
306,1
307,1
308,1
309,1
310,0
311,1
312,1
313,0
314,1
315,1
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,0
324,0
325,1
326,0
327,1
328,0
329,1
330,1
331,1
332,0
333,1
334,1
335,0
336,1
337,1
338,1
339,1
340,1
341,0
342,1
343,1
344,0
345,0
346,1
347,1
348,1
349,1
350,1
351,0
352,1
353,1
354,0
355,0
356,0
357,0
358,0
359,1
360,0
361,0
362,0
363,0
364,0
365,1
366,1
367,0
368,0
369,0
370,1
371,1
372,0
373,0
374,0
375,1
376,1
377,1
378,0
379,1
380,0
381,0
382,0
383,1
384,0
385,0
386,0
387,1
388,0
389,1
390,0
391,0
392,0
393,0
394,0
395,1
396,0
397,0
398,0
399,1
400,0
401,1
402,0
403,1
404,1
405,0
406,0
407,0
408,1
409,1
410,0
411,1
412,1
413,1
414,0
415,1
416,0
417,1
418,0
